m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
19,3,"2,3,5,7,19",2^2 * 3^1 * 5^1 * 7^1 * 19^1,0,"11,13,17,23,29,31,37,41,43,47",
20,3,"2,3,5,7,11",2^3 * 3^1 * 5^1 * 7^1 * 11^1,0,"13,17,19,23,29,31,37,41,43,47",
21,3,"2,3,7,11,23",2^1 * 3^1 * 7^1 * 11^1 * 23^1,0,"5,13,17,19,29,31,37,41,43,47",
22,3,"2,3,11,23",2^4 * 3^1 * 11^1 * 23^1,0,"5,7,13,17,19,29,31,37,41,43,47",
23,3,"2,3,5,23",2^3 * 3^1 * 5^2 * 23^1,0,"7,11,13,17,19,29,31,37,41,43,47",
24,3,"2,3,5,13",2^4 * 3^1 * 5^2 * 13^1,0,"7,11,17,19,23,29,31,37,41,43,47",
25,3,"2,3,5,13",2^1 * 3^3 * 5^2 * 13^1,0,"7,11,17,19,23,29,31,37,41,43,47",
26,3,"2,3,7,13",2^3 * 3^3 * 7^1 * 13^1,0,"5,11,17,19,23,29,31,37,41,43,47",
27,3,"2,3,7,29",2^2 * 3^3 * 7^1 * 29^1,0,"5,11,13,17,19,23,31,37,41,43,47",
28,3,"2,3,5,7,29",2^3 * 3^1 * 5^1 * 7^1 * 29^1,0,"11,13,17,19,23,31,37,41,43,47",
29,3,"2,3,5,29,31",2^1 * 3^1 * 5^1 * 29^1 * 31^1,0,"7,11,13,17,19,23,37,41,43,47",
30,3,"2,3,5,31",2^6 * 3^1 * 5^1 * 31^1,0,"7,11,13,17,19,23,29,37,41,43,47",
31,3,"2,3,11,31",2^5 * 3^1 * 11^1 * 31^1,0,"5,7,13,17,19,23,29,37,41,43,47",
32,3,"2,3,11,17",2^6 * 3^1 * 11^1 * 17^1,0,"5,7,13,19,23,29,31,37,41,43,47",
33,3,"2,3,5,7,11,17",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23,29,31,37,41,43,47",
34,3,"2,3,5,7,17",2^3 * 3^2 * 5^1 * 7^1 * 17^1,0,"11,13,19,23,29,31,37,41,43,47",
35,3,"2,3,5,7,37",2^2 * 3^2 * 5^1 * 7^1 * 37^1,0,"11,13,17,19,23,29,31,41,43,47",
36,3,"2,3,19,37",2^3 * 3^2 * 19^1 * 37^1,0,"5,7,11,13,17,23,29,31,41,43,47",
37,3,"2,3,13,19,37",2^1 * 3^1 * 13^1 * 19^1 * 37^1,0,"5,7,11,17,23,29,31,41,43,47",
38,3,"2,3,5,13,19",2^4 * 3^1 * 5^1 * 13^1 * 19^1,0,"7,11,17,23,29,31,37,41,43,47",
39,3,"2,3,5,13,41",2^3 * 3^1 * 5^1 * 13^1 * 41^1,0,"7,11,17,19,23,29,31,37,43,47",
40,3,"2,3,5,7,41",2^4 * 3^1 * 5^1 * 7^1 * 41^1,0,"11,13,17,19,23,29,31,37,43,47",
41,3,"2,3,7,41,43",2^1 * 3^1 * 7^1 * 41^1 * 43^1,0,"5,11,13,17,19,23,29,31,37,47",
42,3,"2,3,7,11,43",2^3 * 3^1 * 7^1 * 11^1 * 43^1,0,"5,13,17,19,23,29,31,37,41,47",
43,3,"2,3,5,11,43",2^2 * 3^2 * 5^1 * 11^1 * 43^1,0,"7,13,17,19,23,29,31,37,41,47",
44,3,"2,3,5,11,23",2^3 * 3^2 * 5^1 * 11^1 * 23^1,0,"7,13,17,19,29,31,37,41,43,47",
45,3,"2,3,5,23,47",2^1 * 3^2 * 5^1 * 23^1 * 47^1,0,"7,11,13,17,19,29,31,37,41,43",
46,3,"2,3,23,47",2^5 * 3^1 * 23^1 * 47^1,0,"5,7,11,13,17,19,29,31,37,41,43",
47,3,"2,3,7,47",2^4 * 3^1 * 7^2 * 47^1,0,"5,11,13,17,19,23,29,31,37,41,43",
48,3,"2,3,5,7",2^5 * 3^1 * 5^2 * 7^2,0,"11,13,17,19,23,29,31,37,41,43,47",
49,3,"2,3,5,7,17",2^1 * 3^1 * 5^2 * 7^2 * 17^1,0,"11,13,19,23,29,31,37,41,43,47",
50,3,"2,3,5,13,17",2^3 * 3^1 * 5^2 * 13^1 * 17^1,0,"7,11,19,23,29,31,37,41,43,47",
54,3,"2,3,5,7,11",2^4 * 3^3 * 5^1 * 7^1 * 11^1,0,"13,17,19,23,29,31,37,41,43,47",
55,3,"2,3,5,7,11,19",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41,43,47",
56,3,"2,3,7,19,29",2^4 * 3^1 * 7^1 * 19^1 * 29^1,0,"5,11,13,17,23,31,37,41,43,47",
62,3,"2,3,7,31",2^7 * 3^2 * 7^1 * 31^1,0,"5,11,13,17,19,23,29,37,41,43,47",
63,3,"2,3,5,7,13",2^6 * 3^2 * 5^1 * 7^1 * 13^1,0,"11,17,19,23,29,31,37,41,43,47",
64,3,"2,3,5,11,13",2^7 * 3^1 * 5^1 * 11^1 * 13^1,0,"7,17,19,23,29,31,37,41,43,47",
68,3,"2,3,5,7,17,23",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 23^1,0,"11,13,19,29,31,37,41,43,47",
74,3,"2,3,5,19,37",2^3 * 3^1 * 5^2 * 19^1 * 37^1,0,"7,11,13,17,23,29,31,41,43,47",
75,3,"2,3,5,7,11,19",2^2 * 3^1 * 5^2 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41,43,47",
76,3,"2,3,7,11,13,19",2^3 * 3^1 * 7^1 * 11^1 * 13^1 * 19^1,0,"5,17,23,29,31,37,41,43,47",
80,3,"2,3,5,41",2^5 * 3^4 * 5^1 * 41^1,0,"7,11,13,17,19,23,29,31,37,43,47",
84,3,"2,3,5,7,17,43",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 43^1,0,"11,13,19,23,29,31,37,41,47",
85,3,"2,3,5,17,29,43",2^1 * 3^1 * 5^1 * 17^1 * 29^1 * 43^1,0,"7,11,13,19,23,31,37,41,47",
86,3,"2,3,11,29,43",2^4 * 3^1 * 11^1 * 29^1 * 43^1,0,"5,7,13,17,19,23,31,37,41,47",
90,3,"2,3,5,7,13,23",2^3 * 3^2 * 5^1 * 7^1 * 13^1 * 23^1,0,"11,17,19,29,31,37,41,43,47",
91,3,"2,3,7,13,23,31",2^2 * 3^1 * 7^1 * 13^1 * 23^1 * 31^1,0,"5,11,17,19,29,37,41,43,47",
92,3,"2,3,23,31,47",2^3 * 3^1 * 23^1 * 31^1 * 47^1,0,"5,7,11,13,17,19,29,37,41,43",
93,3,"2,3,5,19,31,47",2^1 * 3^1 * 5^1 * 19^1 * 31^1 * 47^1,0,"7,11,13,17,23,29,37,41,43",
94,3,"2,3,5,19,47",2^6 * 3^1 * 5^1 * 19^1 * 47^1,0,"7,11,13,17,23,29,31,37,41,43",
98,3,"2,3,5,7,11",2^3 * 3^2 * 5^2 * 7^2 * 11^1,0,"13,17,19,23,29,31,37,41,43,47",
110,3,"2,3,5,7,11,37",2^5 * 3^1 * 5^1 * 7^1 * 11^1 * 37^1,0,"13,17,19,23,29,31,41,43,47",
114,3,"2,3,5,19,23,29",2^3 * 3^1 * 5^1 * 19^1 * 23^1 * 29^1,0,"7,11,13,17,31,37,41,43,47",
115,3,"2,3,5,13,23,29",2^2 * 3^2 * 5^1 * 13^1 * 23^1 * 29^1,0,"7,11,17,19,31,37,41,43,47",
119,3,"2,3,5,7,11,17",2^3 * 3^1 * 5^1 * 7^1 * 11^2 * 17^1,0,"13,19,23,29,31,37,41,43,47",
123,3,"2,3,5,31,41",2^2 * 3^1 * 5^3 * 31^1 * 41^1,0,"7,11,13,17,19,23,29,37,43,47",
124,3,"2,3,5,7,31",2^3 * 3^2 * 5^3 * 7^1 * 31^1,0,"11,13,17,19,23,29,37,41,43,47",
128,3,"2,3,5,13,43",2^8 * 3^1 * 5^1 * 13^1 * 43^1,0,"7,11,17,19,23,29,31,37,41,47",
143,3,"2,3,5,11,13,29",2^4 * 3^2 * 5^1 * 11^1 * 13^1 * 29^1,0,"7,17,19,23,31,37,41,43,47",
152,3,"2,3,7,11,17,19",2^4 * 3^2 * 7^1 * 11^1 * 17^1 * 19^1,0,"5,13,23,29,31,37,41,43,47",
153,3,"2,3,5,7,11,17,31",2^1 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 31^1,0,"13,19,23,29,37,41,43,47",
154,3,"2,3,5,7,11,13,31",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 31^1,0,"17,19,23,29,37,41,43,47",
160,3,"2,3,5,7,23",2^6 * 3^4 * 5^1 * 7^1 * 23^1,0,"11,13,17,19,29,31,37,41,43,47",
168,3,"2,3,5,7,13,17",2^4 * 3^1 * 5^1 * 7^1 * 13^2 * 17^1,0,"11,19,23,29,31,37,41,43,47",
169,3,"2,3,5,13,17,19",2^1 * 3^2 * 5^1 * 13^2 * 17^1 * 19^1,0,"7,11,23,29,31,37,41,43,47",
170,3,"2,3,5,17,19,43",2^3 * 3^2 * 5^1 * 17^1 * 19^1 * 43^1,0,"7,11,13,23,29,31,37,41,47",
174,3,"2,3,5,7,11,29",2^5 * 3^1 * 5^2 * 7^1 * 11^1 * 29^1,0,"13,17,19,23,31,37,41,43,47",
184,3,"2,3,5,23,31,37",2^4 * 3^1 * 5^1 * 23^1 * 31^1 * 37^1,0,"7,11,13,17,19,29,41,43,47",
185,3,"2,3,5,11,17,31,37",2^1 * 3^1 * 5^1 * 11^1 * 17^1 * 31^1 * 37^1,0,"7,13,19,23,29,41,43,47",
186,3,"2,3,11,17,31,47",2^3 * 3^1 * 11^1 * 17^1 * 31^1 * 47^1,0,"5,7,13,19,23,29,37,41,43",
187,3,"2,3,7,11,17,47",2^2 * 3^3 * 7^1 * 11^1 * 17^1 * 47^1,0,"5,13,19,23,29,31,37,41,43",
188,3,"2,3,5,7,19,47",2^3 * 3^3 * 5^1 * 7^1 * 19^1 * 47^1,0,"11,13,17,23,29,31,37,41,43",
203,3,"2,3,5,7,17,29,41",2^2 * 3^1 * 5^1 * 7^1 * 17^1 * 29^1 * 41^1,0,"11,13,19,23,31,37,43,47",
207,3,"2,3,11,13,19,23",2^4 * 3^2 * 11^1 * 13^1 * 19^1 * 23^1,0,"5,7,17,29,31,37,41,43,47",
208,3,"2,3,5,7,11,13,19",2^5 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29,31,37,41,43,47",
215,3,"2,3,5,7,31,43",2^3 * 3^3 * 5^1 * 7^1 * 31^1 * 43^1,0,"11,13,17,19,23,29,37,41,47",
220,3,"2,3,5,11,13,17,37",2^3 * 3^1 * 5^1 * 11^1 * 13^1 * 17^1 * 37^1,0,"7,19,23,29,31,41,43,47",
230,3,"2,3,5,7,11,23,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 23^1 * 29^1,0,"13,17,19,31,37,41,43,47",
245,3,"2,3,5,7,13,19,41",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 19^1 * 41^1,0,"11,17,23,29,31,37,43,47",
246,3,"2,3,13,19,31,41",2^4 * 3^1 * 13^1 * 19^1 * 31^1 * 41^1,0,"5,7,11,17,23,29,37,43,47",
258,3,"2,3,5,7,13,37,43",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 37^1 * 43^1,0,"11,17,19,23,29,31,41,47",
259,3,"2,3,5,7,13,29,37",2^2 * 3^2 * 5^1 * 7^1 * 13^1 * 29^1 * 37^1,0,"11,17,19,23,31,41,43,47",
285,3,"2,3,5,7,11,13,19,41",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 41^1,0,"17,23,29,31,37,43,47",
286,3,"2,3,7,11,13,41",2^6 * 3^2 * 7^1 * 11^1 * 13^1 * 41^1,0,"5,17,19,23,29,31,37,43,47",
287,3,"2,3,7,17,41",2^5 * 3^2 * 7^1 * 17^2 * 41^1,0,"5,11,13,19,23,29,31,37,43,47",
288,3,"2,3,5,17,29",2^6 * 3^2 * 5^1 * 17^2 * 29^1,0,"7,11,13,19,23,31,37,41,43,47",
299,3,"2,3,5,7,13,23,43",2^2 * 3^1 * 5^2 * 7^1 * 13^1 * 23^1 * 43^1,0,"11,17,19,29,31,37,41,47",
322,3,"2,3,7,17,19,23",2^3 * 3^4 * 7^1 * 17^1 * 19^1 * 23^1,0,"5,11,13,29,31,37,41,43,47",
323,3,"2,3,5,13,17,19",2^2 * 3^4 * 5^2 * 13^1 * 17^1 * 19^1,0,"7,11,23,29,31,37,41,43,47",
328,3,"2,3,5,7,11,41,47",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 41^1 * 47^1,0,"13,17,19,23,29,31,37,43",
340,3,"2,3,5,11,17,19,31",2^3 * 3^2 * 5^1 * 11^1 * 17^1 * 19^1 * 31^1,0,"7,13,23,29,37,41,43,47",
341,3,"2,3,7,11,19,31",2^1 * 3^2 * 7^3 * 11^1 * 19^1 * 31^1,0,"5,13,17,23,29,37,41,43,47",
342,3,"2,3,7,19,43",2^4 * 3^2 * 7^3 * 19^1 * 43^1,0,"5,11,13,17,23,29,31,37,41,47",
343,3,"2,3,5,7,23,43",2^3 * 3^1 * 5^1 * 7^3 * 23^1 * 43^1,0,"11,13,17,19,29,31,37,41,47",
350,3,"2,3,5,7,11,13",2^6 * 3^3 * 5^2 * 7^1 * 11^1 * 13^1,0,"17,19,23,29,31,37,41,43,47",
368,3,"2,3,5,23,37,41",2^5 * 3^2 * 5^1 * 23^1 * 37^1 * 41^1,0,"7,11,13,17,19,29,31,43,47",
374,3,"2,3,5,11,17,47",2^4 * 3^1 * 5^3 * 11^1 * 17^1 * 47^1,0,"7,13,19,23,29,31,37,41,43",
375,3,"2,3,5,13,29,47",2^3 * 3^1 * 5^3 * 13^1 * 29^1 * 47^1,0,"7,11,17,19,23,31,37,41,43",
376,3,"2,3,7,13,29,47",2^4 * 3^3 * 7^1 * 13^1 * 29^1 * 47^1,0,"5,11,17,19,23,31,37,41,43",
390,3,"2,3,5,7,13,17,23",2^4 * 3^1 * 5^1 * 7^2 * 13^1 * 17^1 * 23^1,0,"11,19,29,31,37,41,43,47",
405,3,"2,3,5,7,11,29,37",2^1 * 3^4 * 5^1 * 7^1 * 11^1 * 29^1 * 37^1,0,"13,17,19,23,31,41,43,47",
406,3,"2,3,7,11,17,29,37",2^4 * 3^1 * 7^1 * 11^1 * 17^1 * 29^1 * 37^1,0,"5,13,19,23,31,41,43,47",
440,3,"2,3,5,7,11,13,17",2^4 * 3^2 * 5^1 * 7^2 * 11^1 * 13^1 * 17^1,0,"19,23,29,31,37,41,43,47",
492,3,"2,3,13,17,19,29,41",2^3 * 3^1 * 13^1 * 17^1 * 19^1 * 29^1 * 41^1,0,"5,7,11,23,31,37,43,47",
493,3,"2,3,5,11,13,17,19,29",2^1 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1,0,"7,23,31,37,41,43,47",
494,3,"2,3,5,11,13,19,31",2^5 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1 * 31^1,0,"7,17,23,29,37,41,43,47",
516,3,"2,3,7,11,37,43,47",2^3 * 3^1 * 7^1 * 11^1 * 37^1 * 43^1 * 47^1,0,"5,13,17,19,23,29,31,41",
527,3,"2,3,11,17,23,31",2^4 * 3^1 * 11^1 * 17^1 * 23^2 * 31^1,0,"5,7,13,19,29,37,41,43,47",
550,3,"2,3,5,11,19,23,29",2^4 * 3^1 * 5^2 * 11^1 * 19^1 * 23^1 * 29^1,0,"7,13,17,31,37,41,43,47",
558,3,"2,3,5,7,13,31,43",2^5 * 3^2 * 5^1 * 7^1 * 13^1 * 31^1 * 43^1,0,"11,17,19,23,29,37,41,47",
559,3,"2,3,5,7,11,13,17,43",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 43^1,0,"19,23,29,31,37,41,47",
574,3,"2,3,5,7,23,41",2^7 * 3^2 * 5^2 * 7^1 * 23^1 * 41^1,0,"11,13,17,19,29,31,37,43,47",
644,3,"2,3,5,7,17,19,23,43",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 19^1 * 23^1 * 43^1,0,"11,13,29,31,37,41,47",
665,3,"2,3,5,7,19,23,29,37",2^1 * 3^2 * 5^1 * 7^1 * 19^1 * 23^1 * 29^1 * 37^1,0,"11,13,17,31,41,43,47",
702,3,"2,3,11,13,19,37",2^7 * 3^3 * 11^1 * 13^1 * 19^1 * 37^1,0,"5,7,17,23,29,31,41,43,47",
703,3,"2,3,5,11,19,37,47",2^6 * 3^1 * 5^1 * 11^1 * 19^1 * 37^1 * 47^1,0,"7,13,17,23,29,31,41,43",
713,3,"2,3,5,7,11,13,17,23,31",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 23^1 * 31^1,0,"19,29,37,41,43,47",
782,3,"2,3,7,17,23,29",2^5 * 3^3 * 7^2 * 17^1 * 23^1 * 29^1,0,"5,11,13,19,31,37,41,43,47",
798,3,"2,3,5,7,17,19,47",2^6 * 3^1 * 5^2 * 7^1 * 17^1 * 19^1 * 47^1,0,"11,13,23,29,31,37,41,43",
845,3,"2,3,5,7,11,13,47",2^1 * 3^2 * 5^1 * 7^1 * 11^2 * 13^2 * 47^1,0,"17,19,23,29,31,37,41,43",
960,3,"2,3,5,13,31,37",2^7 * 3^1 * 5^1 * 13^1 * 31^2 * 37^1,0,"7,11,17,19,23,29,41,43,47",
986,3,"2,3,7,13,17,19,29,47",2^3 * 3^1 * 7^1 * 13^1 * 17^1 * 19^1 * 29^1 * 47^1,0,"5,11,23,31,37,41,43",
987,3,"2,3,7,13,19,23,43,47",2^2 * 3^1 * 7^1 * 13^1 * 19^1 * 23^1 * 43^1 * 47^1,0,"5,11,17,29,31,37,41",
988,3,"2,3,5,11,13,19,23,43",2^3 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1 * 23^1 * 43^1,0,"7,17,29,31,37,41,47",
999,3,"2,3,5,7,11,13,37",2^3 * 3^3 * 5^3 * 7^1 * 11^1 * 13^1 * 37^1,0,"17,19,23,29,31,41,43,47",
1023,3,"2,3,5,11,31,41",2^10 * 3^1 * 5^2 * 11^1 * 31^1 * 41^1,0,"7,13,17,19,23,29,37,43,47",
1024,3,"2,3,5,19,41",2^11 * 3^3 * 5^2 * 19^1 * 41^1,0,"7,11,13,17,23,29,31,37,43,47",
1034,3,"2,3,5,7,11,23,37,47",2^3 * 3^2 * 5^1 * 7^1 * 11^1 * 23^1 * 37^1 * 47^1,0,"13,17,19,29,31,41,43",
1188,3,"2,3,5,7,11,17,29,41",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 41^1,0,"13,19,23,31,37,43,47",
1274,3,"2,3,5,7,11,13,17,29",2^3 * 3^1 * 5^2 * 7^2 * 11^1 * 13^1 * 17^1 * 29^1,0,"19,23,31,37,41,43,47",
1330,3,"2,3,5,7,11,19,37",2^3 * 3^2 * 5^1 * 7^1 * 11^3 * 19^1 * 37^1,0,"13,17,23,29,31,41,43,47",
1331,3,"2,3,11,31,37,43",2^2 * 3^2 * 11^3 * 31^1 * 37^1 * 43^1,0,"5,7,13,17,19,23,29,41,47",
1332,3,"2,3,23,29,31,37,43",2^3 * 3^2 * 23^1 * 29^1 * 31^1 * 37^1 * 43^1,0,"5,7,11,13,17,19,41,47",
1363,3,"2,3,5,7,11,13,29,31,47",2^2 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 29^1 * 31^1 * 47^1,0,"17,19,23,37,41,43",
1375,3,"2,3,5,11,17,43",2^5 * 3^4 * 5^3 * 11^1 * 17^1 * 43^1,0,"7,13,19,23,29,31,37,41,47",
1443,3,"2,3,5,13,17,19,37",2^2 * 3^1 * 5^1 * 13^1 * 17^2 * 19^2 * 37^1,0,"7,11,23,29,31,41,43,47",
1456,3,"2,3,7,13,31,47",2^5 * 3^6 * 7^1 * 13^1 * 31^1 * 47^1,0,"5,11,17,19,23,29,37,41,43",
1517,3,"2,3,7,11,23,31,37,41",2^1 * 3^1 * 7^2 * 11^1 * 23^1 * 31^1 * 37^1 * 41^1,0,"5,13,17,19,29,43,47",
1518,3,"2,3,5,7,11,19,23,31",2^5 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1 * 23^1 * 31^1,0,"13,17,29,37,41,43,47",
1519,3,"2,3,5,7,13,19,31",2^4 * 3^2 * 5^1 * 7^2 * 13^2 * 19^1 * 31^1,0,"11,17,23,29,37,41,43,47",
1598,3,"2,3,5,13,17,41,47",2^7 * 3^1 * 5^2 * 13^1 * 17^1 * 41^1 * 47^1,0,"7,11,19,23,29,31,37,43",
1664,3,"2,3,5,7,13,17,37",2^8 * 3^2 * 5^1 * 7^2 * 13^1 * 17^1 * 37^1,0,"11,19,23,29,31,41,43,47",
1680,3,"2,3,5,7,29,41",2^5 * 3^1 * 5^1 * 7^1 * 29^2 * 41^2,0,"11,13,17,19,23,31,37,43,47",
1681,3,"2,3,11,17,29,41",2^1 * 3^2 * 11^1 * 17^1 * 29^2 * 41^2,0,"5,7,13,19,23,31,37,43,47",
1700,3,"2,3,5,7,17,23,37",2^3 * 3^5 * 5^2 * 7^1 * 17^1 * 23^1 * 37^1,0,"11,13,19,29,31,41,43,47",
1804,3,"2,3,5,7,11,19,41,43",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 19^2 * 41^1 * 43^1,0,"13,17,23,29,31,37,47",
1848,3,"2,3,5,7,11,37,43",2^4 * 3^1 * 5^2 * 7^1 * 11^1 * 37^1 * 43^2,0,"13,17,19,23,29,31,41,47",
1885,3,"2,3,5,13,17,23,29,37,41",2^1 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1 * 29^1 * 37^1 * 41^1,0,"7,11,19,31,43,47",
2000,3,"2,3,5,7,11,13,23,29",2^5 * 3^1 * 5^3 * 7^1 * 11^1 * 13^1 * 23^1 * 29^1,0,"17,19,31,37,41,43,47",
2023,3,"2,3,5,7,11,17,23",2^3 * 3^4 * 5^2 * 7^1 * 11^1 * 17^2 * 23^1,0,"13,19,29,31,37,41,43,47",
2106,3,"2,3,7,13,17,31,43",2^3 * 3^4 * 7^2 * 13^1 * 17^1 * 31^1 * 43^1,0,"5,11,19,23,29,37,41,47",
2107,3,"2,3,7,17,19,31,37,43",2^2 * 3^1 * 7^2 * 17^1 * 19^1 * 31^1 * 37^1 * 43^1,0,"5,11,13,23,29,41,47",
2208,3,"2,3,5,13,17,23,47",2^6 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1 * 47^2,0,"7,11,19,29,31,37,41,43",
2254,3,"2,3,5,7,11,23,41,47",2^5 * 3^1 * 5^1 * 7^2 * 11^1 * 23^1 * 41^1 * 47^1,0,"13,17,19,29,31,37,43",
2294,3,"2,3,5,7,17,31,37,41",2^4 * 3^3 * 5^1 * 7^1 * 17^1 * 31^1 * 37^1 * 41^1,0,"11,13,19,23,29,43,47",
2430,3,"2,3,5,11,13,17,19",2^8 * 3^5 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1,0,"7,23,29,31,37,41,43,47",
2583,3,"2,3,5,7,11,17,19,41,47",2^3 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1 * 41^1 * 47^1,0,"13,23,29,31,37,43",
2664,3,"2,3,5,13,31,37,41,43",2^4 * 3^2 * 5^1 * 13^1 * 31^1 * 37^1 * 41^1 * 43^1,0,"7,11,17,19,23,29,47",
2736,3,"2,3,7,17,19,23,37",2^5 * 3^2 * 7^1 * 17^1 * 19^1 * 23^1 * 37^2,0,"5,11,13,29,31,41,43,47",
2924,3,"2,3,5,7,11,13,17,19,43",2^3 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 17^1 * 19^1 * 43^1,0,"23,29,31,37,41,47",
3248,3,"2,3,5,7,13,19,29",2^5 * 3^2 * 5^3 * 7^1 * 13^1 * 19^2 * 29^1,0,"11,17,23,31,37,41,43,47",
3625,3,"2,3,5,7,13,29,31,37",2^1 * 3^2 * 5^3 * 7^2 * 13^1 * 29^1 * 31^1 * 37^1,0,"11,17,19,23,41,43,47",
3772,3,"2,3,7,11,17,23,37,41",2^3 * 3^1 * 7^3 * 11^1 * 17^1 * 23^1 * 37^1 * 41^1,0,"5,13,19,29,31,43,47",
4255,3,"2,3,5,7,11,19,23,37,43",2^5 * 3^2 * 5^1 * 7^1 * 11^1 * 19^1 * 23^1 * 37^1 * 43^1,0,"13,17,29,31,41,47",
4464,3,"2,3,5,7,11,19,29,31,47",2^5 * 3^2 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1 * 31^1 * 47^1,0,"13,17,23,37,41,43",
4900,3,"2,3,5,7,13,19,29,43",2^3 * 3^1 * 5^2 * 7^2 * 13^2 * 19^1 * 29^1 * 43^1,0,"11,17,23,31,37,41,47",
4959,3,"2,3,5,11,19,29,31,41",2^5 * 3^2 * 5^1 * 11^2 * 19^1 * 29^1 * 31^1 * 41^1,0,"7,13,17,23,37,43,47",
5082,3,"2,3,7,11,13,17,23,31,41",2^3 * 3^1 * 7^1 * 11^2 * 13^1 * 17^1 * 23^1 * 31^1 * 41^1,0,"5,19,29,37,43,47",
5289,3,"2,3,5,11,13,23,37,41,43",2^1 * 3^1 * 5^1 * 11^1 * 13^1 * 23^2 * 37^1 * 41^1 * 43^1,0,"7,17,19,29,31,47",
5290,3,"2,3,5,7,11,13,23,37",2^3 * 3^3 * 5^1 * 7^2 * 11^1 * 13^1 * 23^2 * 37^1,0,"17,19,29,31,41,43,47",
