m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
168,2,"2,3,7,13",2^3 * 3^1 * 7^1 * 13^2,0,"5,11,17,19,23",
169,2,"2,5,13,17",2^1 * 5^1 * 13^2 * 17^1,0,"3,7,11,19,23",
170,2,"2,3,5,17,19",2^1 * 3^2 * 5^1 * 17^1 * 19^1,0,"7,11,13,23",
175,2,"2,5,7,11",2^4 * 5^2 * 7^1 * 11^1,0,"3,13,17,19,23",
189,2,"2,3,5,7,19",2^1 * 3^3 * 5^1 * 7^1 * 19^1,0,"11,13,17,23",
195,2,"2,3,5,7,13",2^2 * 3^1 * 5^1 * 7^2 * 13^1,0,"11,17,19,23",
207,2,"2,3,13,23",2^4 * 3^2 * 13^1 * 23^1,0,"5,7,11,17,19",
208,2,"2,11,13,19",2^4 * 11^1 * 13^1 * 19^1,0,"3,5,7,17,23",
209,2,"2,3,5,7,11,19",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23",
220,2,"2,5,11,13,17",2^2 * 5^1 * 11^1 * 13^1 * 17^1,0,"3,7,19,23",
224,2,"2,3,5,7",2^5 * 3^2 * 5^2 * 7^1,0,"11,13,17,19,23",
230,2,"2,3,5,7,11,23",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 23^1,0,"13,17,19",
242,2,"2,3,11",2^1 * 3^5 * 11^2,0,"5,7,13,17,19,23",
252,2,"2,3,7,11,23",2^2 * 3^2 * 7^1 * 11^1 * 23^1,0,"5,13,17,19",
255,2,"2,3,5,17",2^8 * 3^1 * 5^1 * 17^1,0,"7,11,13,19,23",
272,2,"2,3,7,13,17",2^4 * 3^1 * 7^1 * 13^1 * 17^1,0,"5,11,19,23",
275,2,"2,3,5,11,23",2^2 * 3^1 * 5^2 * 11^1 * 23^1,0,"7,13,17,19",
285,2,"2,3,5,11,13,19",2^1 * 3^1 * 5^1 * 11^1 * 13^1 * 19^1,0,"7,17,23",
288,2,"2,3,17",2^5 * 3^2 * 17^2,0,"5,7,11,13,19,23",
299,2,"2,3,5,13,23",2^2 * 3^1 * 5^2 * 13^1 * 23^1,0,"7,11,17,19",
322,2,"2,7,17,19,23",2^1 * 7^1 * 17^1 * 19^1 * 23^1,0,"3,5,11,13",
323,2,"2,3,17,19",2^2 * 3^4 * 17^1 * 19^1,0,"5,7,11,13,23",
324,2,"2,3,5,13",2^2 * 3^4 * 5^2 * 13^1,0,"7,11,17,19,23",
342,2,"2,3,7,19",2^1 * 3^2 * 7^3 * 19^1,0,"5,11,13,17,23",
350,2,"2,3,5,7,13",2^1 * 3^3 * 5^2 * 7^1 * 13^1,0,"11,17,19,23",
351,2,"2,3,11,13",2^5 * 3^3 * 11^1 * 13^1,0,"5,7,17,19,23",
360,2,"2,3,5,19",2^3 * 3^2 * 5^1 * 19^2,0,"7,11,13,17,23",
363,2,"2,3,7,11,13",2^2 * 3^1 * 7^1 * 11^2 * 13^1,0,"5,17,19,23",
374,2,"2,3,5,11,17",2^1 * 3^1 * 5^3 * 11^1 * 17^1,0,"7,13,19,23",
384,2,"2,3,5,7,11",2^7 * 3^1 * 5^1 * 7^1 * 11^1,0,"13,17,19,23",
390,2,"2,3,5,13,17,23",2^1 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1,0,"7,11,19",
391,2,"2,7,17,23",2^3 * 7^2 * 17^1 * 23^1,0,"3,5,11,13,19",
399,2,"2,3,5,7,19",2^4 * 3^1 * 5^2 * 7^1 * 19^1,0,"11,13,17,23",
440,2,"2,3,5,7,11",2^3 * 3^2 * 5^1 * 7^2 * 11^1,0,"13,17,19,23",
441,2,"2,3,7,13,17",2^1 * 3^2 * 7^2 * 13^1 * 17^1,0,"5,11,19,23",
455,2,"2,3,5,7,13,19",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 19^1,0,"11,17,23",
459,2,"2,3,5,17,23",2^2 * 3^3 * 5^1 * 17^1 * 23^1,0,"7,11,13,19",
475,2,"2,5,7,17,19",2^2 * 5^2 * 7^1 * 17^1 * 19^1,0,"3,11,13,23",
483,2,"2,3,7,11,23",2^2 * 3^1 * 7^1 * 11^2 * 23^1,0,"5,13,17,19",
494,2,"2,3,5,11,13,19",2^1 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1,0,"7,17,23",
506,2,"2,3,11,13,23",2^1 * 3^1 * 11^1 * 13^2 * 23^1,0,"5,7,17,19",
512,2,"2,3,19",2^9 * 3^3 * 19^1,0,"5,7,11,13,17,23",
528,2,"2,3,11,23",2^4 * 3^1 * 11^1 * 23^2,0,"5,7,13,17,19",
539,2,"2,3,5,7,11",2^2 * 3^3 * 5^1 * 7^2 * 11^1,0,"13,17,19,23",
560,2,"2,3,5,7,11,17",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23",
575,2,"2,3,5,23",2^6 * 3^2 * 5^2 * 23^1,0,"7,11,13,17,19",
594,2,"2,3,5,7,11,17",2^1 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23",
624,2,"2,3,5,13",2^4 * 3^1 * 5^4 * 13^1,0,"7,11,17,19,23",
675,2,"2,3,5,13",2^2 * 3^3 * 5^2 * 13^2,0,"7,11,17,19,23",
714,2,"2,3,5,7,11,13,17",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1,0,"19,23",
728,2,"2,3,7,13",2^3 * 3^6 * 7^1 * 13^1,0,"5,11,17,19,23",
735,2,"2,3,5,7,23",2^5 * 3^1 * 5^1 * 7^2 * 23^1,0,"11,13,17,19",
759,2,"2,3,5,11,19,23",2^3 * 3^1 * 5^1 * 11^1 * 19^1 * 23^1,0,"7,13,17",
832,2,"2,7,13,17",2^6 * 7^2 * 13^1 * 17^1,0,"3,5,11,19,23",
874,2,"2,5,7,19,23",2^1 * 5^3 * 7^1 * 19^1 * 23^1,0,"3,11,13,17",
896,2,"2,3,7,13,23",2^7 * 3^1 * 7^1 * 13^1 * 23^1,0,"5,11,17,19",
935,2,"2,3,5,11,13,17",2^3 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1,0,"7,19,23",
968,2,"2,3,11,17,19",2^3 * 3^1 * 11^2 * 17^1 * 19^1,0,"5,7,13,23",
1000,2,"2,5,7,11,13",2^3 * 5^3 * 7^1 * 11^1 * 13^1,0,"3,17,19,23",
1088,2,"2,3,11,17",2^6 * 3^2 * 11^2 * 17^1,0,"5,7,13,19,23",
1104,2,"2,3,5,13,17,23",2^4 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1,0,"7,11,19",
1155,2,"2,3,5,7,11,17",2^2 * 3^1 * 5^1 * 7^1 * 11^1 * 17^2,0,"13,19,23",
1196,2,"2,3,7,13,19,23",2^2 * 3^2 * 7^1 * 13^1 * 19^1 * 23^1,0,"5,11,17",
1215,2,"2,3,5,19",2^6 * 3^5 * 5^1 * 19^1,0,"7,11,13,17,23",
1224,2,"2,3,5,7,17",2^3 * 3^2 * 5^2 * 7^2 * 17^1,0,"11,13,19,23",
1274,2,"2,3,5,7,13,17",2^1 * 3^1 * 5^2 * 7^2 * 13^1 * 17^1,0,"11,19,23",
1287,2,"2,3,7,11,13,23",2^3 * 3^2 * 7^1 * 11^1 * 13^1 * 23^1,0,"5,17,19",
1330,2,"2,5,7,11,19",2^1 * 5^1 * 7^1 * 11^3 * 19^1,0,"3,13,17,23",
1444,2,"2,5,17,19",2^2 * 5^1 * 17^2 * 19^2,0,"3,7,11,13,23",
1495,2,"2,5,11,13,17,23",2^3 * 5^1 * 11^1 * 13^1 * 17^1 * 23^1,0,"3,7,19",
1520,2,"2,3,5,13,19",2^4 * 3^2 * 5^1 * 13^2 * 19^1,0,"7,11,17,23",
1539,2,"2,3,5,7,11,19",2^2 * 3^4 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23",
1700,2,"2,3,5,7,17",2^2 * 3^5 * 5^2 * 7^1 * 17^1,0,"11,13,19,23",
1715,2,"2,3,5,7,11,13",2^2 * 3^1 * 5^1 * 7^3 * 11^1 * 13^1,0,"17,19,23",
1728,2,"2,3,7,13,19",2^6 * 3^3 * 7^1 * 13^1 * 19^1,0,"5,11,17,23",
1862,2,"2,3,7,19,23",2^1 * 3^4 * 7^2 * 19^1 * 23^1,0,"5,11,13,17",
2023,2,"2,7,11,17,23",2^3 * 7^1 * 11^1 * 17^2 * 23^1,0,"3,5,13,19",
2024,2,"2,3,5,11,23",2^3 * 3^4 * 5^2 * 11^1 * 23^1,0,"7,13,17,19",
2057,2,"2,3,7,11,17",2^1 * 3^1 * 7^3 * 11^2 * 17^1,0,"5,13,19,23",
2079,2,"2,3,5,7,11,13",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1,0,"17,19,23",
2184,2,"2,3,5,7,13,19,23",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 19^1 * 23^1,0,"11,17",
2299,2,"2,5,11,19,23",2^2 * 5^2 * 11^2 * 19^1 * 23^1,0,"3,7,13,17",
2375,2,"2,3,5,11,19",2^3 * 3^3 * 5^3 * 11^1 * 19^1,0,"7,13,17,23",
2400,2,"2,3,5,7",2^5 * 3^1 * 5^2 * 7^4,0,"11,13,17,19,23",
2430,2,"2,3,5,11,13,17",2^1 * 3^5 * 5^1 * 11^1 * 13^1 * 17^1,0,"7,19,23",
2431,2,"2,11,13,17,19",2^7 * 11^1 * 13^1 * 17^1 * 19^1,0,"3,5,7,23",
2499,2,"2,3,5,7,17",2^2 * 3^1 * 5^4 * 7^2 * 17^1,0,"11,13,19,23",
2600,2,"2,3,5,13,17",2^3 * 3^2 * 5^2 * 13^1 * 17^2,0,"7,11,19,23",
2645,2,"2,3,5,7,23",2^1 * 3^3 * 5^1 * 7^2 * 23^2,0,"11,13,17,19",
2736,2,"2,3,7,17,19,23",2^4 * 3^2 * 7^1 * 17^1 * 19^1 * 23^1,0,"5,11,13",
2925,2,"2,3,5,7,11,13,19",2^1 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23",
3024,2,"2,3,5,7,11",2^4 * 3^3 * 5^2 * 7^1 * 11^2,0,"13,17,19,23",
3059,2,"2,3,5,7,17,19,23",2^2 * 3^2 * 5^1 * 7^1 * 17^1 * 19^1 * 23^1,0,"11,13",
3135,2,"2,3,5,7,11,19",2^6 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1,0,"13,17,23",
3249,2,"2,3,5,13,19",2^1 * 3^2 * 5^3 * 13^1 * 19^2,0,"7,11,17,23",
3380,2,"2,3,5,7,13,23",2^2 * 3^1 * 5^1 * 7^2 * 13^2 * 23^1,0,"11,17,19",
3519,2,"2,3,5,11,17,23",2^6 * 3^2 * 5^1 * 11^1 * 17^1 * 23^1,0,"7,13,19",
3887,2,"2,3,13,23",2^4 * 3^5 * 13^2 * 23^1,0,"5,7,11,17,19",
4095,2,"2,3,5,7,13",2^12 * 3^2 * 5^1 * 7^1 * 13^1,0,"11,17,19,23",
4199,2,"2,3,5,7,13,17,19",2^3 * 3^1 * 5^2 * 7^1 * 13^1 * 17^1 * 19^1,0,"11,23",
4224,2,"2,3,5,11,13",2^7 * 3^1 * 5^2 * 11^1 * 13^2,0,"7,17,19,23",
4374,2,"2,3,5,7",2^1 * 3^7 * 5^4 * 7^1,0,"11,13,17,19,23",
4692,2,"2,3,13,17,19,23",2^2 * 3^1 * 13^1 * 17^1 * 19^2 * 23^1,0,"5,7,11",
4760,2,"2,3,5,7,17,23",2^3 * 3^2 * 5^1 * 7^1 * 17^1 * 23^2,0,"11,13,19",
4913,2,"2,3,7,13,17",2^1 * 3^3 * 7^1 * 13^1 * 17^3,0,"5,11,19,23",
5082,2,"2,3,7,11,13,17,23",2^1 * 3^1 * 7^1 * 11^2 * 13^1 * 17^1 * 23^1,0,"5,19",
5775,2,"2,3,5,7,11,19",2^4 * 3^1 * 5^2 * 7^1 * 11^1 * 19^2,0,"13,17,23",
5831,2,"2,3,7,17",2^3 * 3^6 * 7^3 * 17^1,0,"5,11,13,19,23",
5928,2,"2,3,7,11,13,19",2^3 * 3^1 * 7^2 * 11^2 * 13^1 * 19^1,0,"5,17,23",
5984,2,"2,3,5,7,11,17,19",2^5 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1,0,"13,23",
6174,2,"2,3,5,7,13,19",2^1 * 3^2 * 5^2 * 7^3 * 13^1 * 19^1,0,"11,17,23",
6655,2,"2,5,11,13",2^9 * 5^1 * 11^3 * 13^1,0,"3,7,17,19,23",
6859,2,"2,5,7,19",2^2 * 5^1 * 7^3 * 19^3,0,"3,11,13,17,23",
7865,2,"2,3,5,11,13,19,23",2^1 * 3^2 * 5^1 * 11^2 * 13^1 * 19^1 * 23^1,0,"7,17",
8280,2,"2,3,5,7,13,23",2^3 * 3^2 * 5^1 * 7^2 * 13^2 * 23^1,0,"11,17,19",
8624,2,"2,3,5,7,11,23",2^4 * 3^1 * 5^3 * 7^2 * 11^1 * 23^1,0,"13,17,19",
9800,2,"2,3,5,7,11",2^3 * 3^4 * 5^2 * 7^2 * 11^2,0,"13,17,19,23",
10240,2,"2,5,7,11,19",2^11 * 5^1 * 7^2 * 11^1 * 19^1,0,"3,13,17,23",
10625,2,"2,3,5,7,11,17,23",2^1 * 3^1 * 5^4 * 7^1 * 11^1 * 17^1 * 23^1,0,"13,19",
10647,2,"2,3,7,11,13",2^3 * 3^2 * 7^1 * 11^3 * 13^2,0,"5,17,19,23",
10829,2,"2,3,5,7,13,17,19",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 17^1 * 19^2,0,"11,23",
11270,2,"2,3,5,7,13,17,23",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 17^2 * 23^1,0,"11,19",
11661,2,"2,3,7,13,17,23",2^1 * 3^1 * 7^3 * 13^2 * 17^1 * 23^1,0,"5,11,19",
12167,2,"2,3,13,23",2^3 * 3^2 * 13^2 * 23^3,0,"5,7,11,17,19",
12375,2,"2,3,5,7,11,13,17",2^3 * 3^2 * 5^3 * 7^1 * 11^1 * 13^1 * 17^1,0,"19,23",
12635,2,"2,3,5,7,13,19",2^2 * 3^5 * 5^1 * 7^1 * 13^1 * 19^2,0,"11,17,23",
13376,2,"2,3,7,11,13,19",2^6 * 3^1 * 7^3 * 11^1 * 13^1 * 19^1,0,"5,17,23",
14079,2,"2,3,5,11,13,19",2^8 * 3^1 * 5^1 * 11^1 * 13^1 * 19^2,0,"7,17,23",
14364,2,"2,3,5,7,13,17,19",2^2 * 3^3 * 5^1 * 7^1 * 13^2 * 17^1 * 19^1,0,"11,23",
14399,2,"2,3,5,7,11,17",2^6 * 3^2 * 5^2 * 7^1 * 11^2 * 17^1,0,"13,19,23",
16928,2,"2,3,11,19,23",2^5 * 3^4 * 11^1 * 19^1 * 23^2,0,"5,7,13,17",
19550,2,"2,3,5,7,17,19,23",2^1 * 3^1 * 5^2 * 7^3 * 17^1 * 19^1 * 23^1,0,"11,13",
21504,2,"2,3,5,7,11,17,23",2^10 * 3^1 * 5^1 * 7^1 * 11^1 * 17^1 * 23^1,0,"13,19",
21735,2,"2,3,5,7,11,13,19,23",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 23^1,0,17,
23275,2,"2,5,7,11,19,23",2^2 * 5^2 * 7^2 * 11^1 * 19^1 * 23^2,0,"3,13,17",
23408,2,"2,3,7,11,17,19",2^4 * 3^4 * 7^1 * 11^1 * 17^2 * 19^1,0,"5,13,23",
25024,2,"2,5,7,11,13,17,23",2^6 * 5^2 * 7^1 * 11^1 * 13^1 * 17^1 * 23^1,0,"3,19",
25920,2,"2,3,5,7,23",2^6 * 3^4 * 5^1 * 7^2 * 23^2,0,"11,13,17,19",
27455,2,"2,3,5,11,13,17,19",2^6 * 3^1 * 5^1 * 11^1 * 13^1 * 17^2 * 19^1,0,"7,23",
28560,2,"2,3,5,7,13,17",2^4 * 3^1 * 5^1 * 7^1 * 13^4 * 17^1,0,"11,19,23",
28899,2,"2,3,5,13,17,19",2^2 * 3^2 * 5^2 * 13^2 * 17^2 * 19^1,0,"7,11,23",
31212,2,"2,3,7,13,17",2^2 * 3^3 * 7^4 * 13^1 * 17^2,0,"5,11,19,23",
37179,2,"2,3,5,11,13,17",2^2 * 3^7 * 5^1 * 11^1 * 13^2 * 17^1,0,"7,19,23",
43263,2,"2,3,11,13,19,23",2^8 * 3^2 * 11^1 * 13^2 * 19^1 * 23^1,0,"5,7,17",
43680,2,"2,3,5,7,11,13,19",2^5 * 3^1 * 5^1 * 7^1 * 11^2 * 13^1 * 19^2,0,"17,23",
52325,2,"2,3,5,7,13,17,19,23",2^1 * 3^4 * 5^2 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1,0,11,
71874,2,"2,3,5,11,23",2^1 * 3^3 * 5^5 * 11^3 * 23^1,0,"7,13,17,19",
75140,2,"2,3,5,11,13,17,23",2^2 * 3^3 * 5^1 * 11^2 * 13^1 * 17^2 * 23^1,0,"7,19",
76544,2,"2,3,5,7,13,23",2^8 * 3^7 * 5^1 * 7^1 * 13^1 * 23^1,0,"11,17,19",
89375,2,"2,3,5,7,11,13,19",2^5 * 3^1 * 5^4 * 7^2 * 11^1 * 13^1 * 19^1,0,"17,23",
104328,2,"2,3,7,17,19,23",2^3 * 3^4 * 7^1 * 17^2 * 19^2 * 23^1,0,"5,11,13",
104975,2,"2,3,5,13,17,19",2^4 * 3^8 * 5^2 * 13^1 * 17^1 * 19^1,0,"7,11,23",
122451,2,"2,3,7,11,17,23",2^2 * 3^1 * 7^4 * 11^3 * 17^1 * 23^1,0,"5,13,19",
123200,2,"2,3,5,7,11,13",2^6 * 3^6 * 5^2 * 7^1 * 11^1 * 13^2,0,"17,19,23",
126224,2,"2,3,5,7,11,17,23",2^4 * 3^3 * 5^2 * 7^3 * 11^1 * 17^1 * 23^1,0,"13,19",
152880,2,"2,3,5,7,13,17,23",2^4 * 3^1 * 5^1 * 7^2 * 13^1 * 17^2 * 23^2,0,"11,19",
165375,2,"2,3,5,7,17,19",2^9 * 3^3 * 5^3 * 7^2 * 17^1 * 19^1,0,"11,13,23",
194480,2,"2,3,5,7,11,13,17",2^4 * 3^4 * 5^1 * 7^4 * 11^1 * 13^1 * 17^1,0,"19,23",
202124,2,"2,3,5,7,11,13,23",2^2 * 3^1 * 5^3 * 7^2 * 11^1 * 13^3 * 23^1,0,"17,19",
228095,2,"2,3,5,7,11,19",2^8 * 3^4 * 5^1 * 7^4 * 11^1 * 19^1,0,"13,17,23",
264384,2,"2,3,5,11,17,19,23",2^6 * 3^5 * 5^1 * 11^2 * 17^1 * 19^1 * 23^1,0,"7,13",
282624,2,"2,3,5,7,17,19,23",2^12 * 3^1 * 5^3 * 7^1 * 17^1 * 19^1 * 23^1,0,"11,13",
328509,2,"2,3,5,7,13,19,23",2^1 * 3^3 * 5^1 * 7^1 * 13^1 * 19^2 * 23^3,0,"11,17",
336140,2,"2,3,5,7,13,17",2^2 * 3^2 * 5^1 * 7^5 * 13^3 * 17^1,0,"11,19,23",
601425,2,"2,3,5,7,11,17,19",2^1 * 3^7 * 5^2 * 7^2 * 11^1 * 17^1 * 19^2,0,"13,23",
633555,2,"2,3,5,7,11,13,17,19",2^2 * 3^3 * 5^1 * 7^1 * 11^3 * 13^1 * 17^1 * 19^2,0,23,
709631,2,"2,3,7,11,13,17,19",2^10 * 3^2 * 7^1 * 11^1 * 13^3 * 17^1 * 19^1,0,"5,23",
2023424,2,"2,3,5,13,17,19,23",2^13 * 3^2 * 5^2 * 13^1 * 17^1 * 19^1 * 23^2,0,"7,11",
4096575,2,"2,3,5,7,11,17,23",2^6 * 3^4 * 5^2 * 7^1 * 11^2 * 17^2 * 23^2,0,"13,19",
5142500,2,"2,3,5,7,11,13,17,23",2^2 * 3^3 * 5^4 * 7^2 * 11^2 * 13^2 * 17^1 * 23^1,0,19,
5909760,2,"2,3,5,11,13,17,19",2^8 * 3^5 * 5^1 * 11^2 * 13^2 * 17^2 * 19^1,0,"7,23",
11859210,2,"2,3,5,7,11,13,19",2^1 * 3^4 * 5^1 * 7^1 * 11^4 * 13^1 * 19^4,0,"17,23",
