m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
37,3,"2,3,13,19,37",2^1 * 3^1 * 13^1 * 19^1 * 37^1,0,"5,7,11,17,23,29,31,41,43",
38,3,"2,3,5,13,19",2^4 * 3^1 * 5^1 * 13^1 * 19^1,0,"7,11,17,23,29,31,37,41,43",
39,3,"2,3,5,13,41",2^3 * 3^1 * 5^1 * 13^1 * 41^1,0,"7,11,17,19,23,29,31,37,43",
40,3,"2,3,5,7,41",2^4 * 3^1 * 5^1 * 7^1 * 41^1,0,"11,13,17,19,23,29,31,37,43",
41,3,"2,3,7,41,43",2^1 * 3^1 * 7^1 * 41^1 * 43^1,0,"5,11,13,17,19,23,29,31,37",
42,3,"2,3,7,11,43",2^3 * 3^1 * 7^1 * 11^1 * 43^1,0,"5,13,17,19,23,29,31,37,41",
43,3,"2,3,5,11,43",2^2 * 3^2 * 5^1 * 11^1 * 43^1,0,"7,13,17,19,23,29,31,37,41",
44,3,"2,3,5,11,23",2^3 * 3^2 * 5^1 * 11^1 * 23^1,0,"7,13,17,19,29,31,37,41,43",
48,3,"2,3,5,7",2^5 * 3^1 * 5^2 * 7^2,0,"11,13,17,19,23,29,31,37,41,43",
49,3,"2,3,5,7,17",2^1 * 3^1 * 5^2 * 7^2 * 17^1,0,"11,13,19,23,29,31,37,41,43",
50,3,"2,3,5,13,17",2^3 * 3^1 * 5^2 * 13^1 * 17^1,0,"7,11,19,23,29,31,37,41,43",
54,3,"2,3,5,7,11",2^4 * 3^3 * 5^1 * 7^1 * 11^1,0,"13,17,19,23,29,31,37,41,43",
55,3,"2,3,5,7,11,19",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41,43",
56,3,"2,3,7,19,29",2^4 * 3^1 * 7^1 * 19^1 * 29^1,0,"5,11,13,17,23,31,37,41,43",
62,3,"2,3,7,31",2^7 * 3^2 * 7^1 * 31^1,0,"5,11,13,17,19,23,29,37,41,43",
63,3,"2,3,5,7,13",2^6 * 3^2 * 5^1 * 7^1 * 13^1,0,"11,17,19,23,29,31,37,41,43",
64,3,"2,3,5,11,13",2^7 * 3^1 * 5^1 * 11^1 * 13^1,0,"7,17,19,23,29,31,37,41,43",
68,3,"2,3,5,7,17,23",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 23^1,0,"11,13,19,29,31,37,41,43",
74,3,"2,3,5,19,37",2^3 * 3^1 * 5^2 * 19^1 * 37^1,0,"7,11,13,17,23,29,31,41,43",
75,3,"2,3,5,7,11,19",2^2 * 3^1 * 5^2 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41,43",
76,3,"2,3,7,11,13,19",2^3 * 3^1 * 7^1 * 11^1 * 13^1 * 19^1,0,"5,17,23,29,31,37,41,43",
80,3,"2,3,5,41",2^5 * 3^4 * 5^1 * 41^1,0,"7,11,13,17,19,23,29,31,37,43",
84,3,"2,3,5,7,17,43",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 43^1,0,"11,13,19,23,29,31,37,41",
85,3,"2,3,5,17,29,43",2^1 * 3^1 * 5^1 * 17^1 * 29^1 * 43^1,0,"7,11,13,19,23,31,37,41",
86,3,"2,3,11,29,43",2^4 * 3^1 * 11^1 * 29^1 * 43^1,0,"5,7,13,17,19,23,31,37,41",
90,3,"2,3,5,7,13,23",2^3 * 3^2 * 5^1 * 7^1 * 13^1 * 23^1,0,"11,17,19,29,31,37,41,43",
91,3,"2,3,7,13,23,31",2^2 * 3^1 * 7^1 * 13^1 * 23^1 * 31^1,0,"5,11,17,19,29,37,41,43",
98,3,"2,3,5,7,11",2^3 * 3^2 * 5^2 * 7^2 * 11^1,0,"13,17,19,23,29,31,37,41,43",
110,3,"2,3,5,7,11,37",2^5 * 3^1 * 5^1 * 7^1 * 11^1 * 37^1,0,"13,17,19,23,29,31,41,43",
114,3,"2,3,5,19,23,29",2^3 * 3^1 * 5^1 * 19^1 * 23^1 * 29^1,0,"7,11,13,17,31,37,41,43",
115,3,"2,3,5,13,23,29",2^2 * 3^2 * 5^1 * 13^1 * 23^1 * 29^1,0,"7,11,17,19,31,37,41,43",
119,3,"2,3,5,7,11,17",2^3 * 3^1 * 5^1 * 7^1 * 11^2 * 17^1,0,"13,19,23,29,31,37,41,43",
123,3,"2,3,5,31,41",2^2 * 3^1 * 5^3 * 31^1 * 41^1,0,"7,11,13,17,19,23,29,37,43",
124,3,"2,3,5,7,31",2^3 * 3^2 * 5^3 * 7^1 * 31^1,0,"11,13,17,19,23,29,37,41,43",
128,3,"2,3,5,13,43",2^8 * 3^1 * 5^1 * 13^1 * 43^1,0,"7,11,17,19,23,29,31,37,41",
143,3,"2,3,5,11,13,29",2^4 * 3^2 * 5^1 * 11^1 * 13^1 * 29^1,0,"7,17,19,23,31,37,41,43",
152,3,"2,3,7,11,17,19",2^4 * 3^2 * 7^1 * 11^1 * 17^1 * 19^1,0,"5,13,23,29,31,37,41,43",
153,3,"2,3,5,7,11,17,31",2^1 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 31^1,0,"13,19,23,29,37,41,43",
154,3,"2,3,5,7,11,13,31",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 31^1,0,"17,19,23,29,37,41,43",
160,3,"2,3,5,7,23",2^6 * 3^4 * 5^1 * 7^1 * 23^1,0,"11,13,17,19,29,31,37,41,43",
168,3,"2,3,5,7,13,17",2^4 * 3^1 * 5^1 * 7^1 * 13^2 * 17^1,0,"11,19,23,29,31,37,41,43",
169,3,"2,3,5,13,17,19",2^1 * 3^2 * 5^1 * 13^2 * 17^1 * 19^1,0,"7,11,23,29,31,37,41,43",
170,3,"2,3,5,17,19,43",2^3 * 3^2 * 5^1 * 17^1 * 19^1 * 43^1,0,"7,11,13,23,29,31,37,41",
174,3,"2,3,5,7,11,29",2^5 * 3^1 * 5^2 * 7^1 * 11^1 * 29^1,0,"13,17,19,23,31,37,41,43",
184,3,"2,3,5,23,31,37",2^4 * 3^1 * 5^1 * 23^1 * 31^1 * 37^1,0,"7,11,13,17,19,29,41,43",
185,3,"2,3,5,11,17,31,37",2^1 * 3^1 * 5^1 * 11^1 * 17^1 * 31^1 * 37^1,0,"7,13,19,23,29,41,43",
203,3,"2,3,5,7,17,29,41",2^2 * 3^1 * 5^1 * 7^1 * 17^1 * 29^1 * 41^1,0,"11,13,19,23,31,37,43",
207,3,"2,3,11,13,19,23",2^4 * 3^2 * 11^1 * 13^1 * 19^1 * 23^1,0,"5,7,17,29,31,37,41,43",
208,3,"2,3,5,7,11,13,19",2^5 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29,31,37,41,43",
215,3,"2,3,5,7,31,43",2^3 * 3^3 * 5^1 * 7^1 * 31^1 * 43^1,0,"11,13,17,19,23,29,37,41",
220,3,"2,3,5,11,13,17,37",2^3 * 3^1 * 5^1 * 11^1 * 13^1 * 17^1 * 37^1,0,"7,19,23,29,31,41,43",
230,3,"2,3,5,7,11,23,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 23^1 * 29^1,0,"13,17,19,31,37,41,43",
245,3,"2,3,5,7,13,19,41",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 19^1 * 41^1,0,"11,17,23,29,31,37,43",
246,3,"2,3,13,19,31,41",2^4 * 3^1 * 13^1 * 19^1 * 31^1 * 41^1,0,"5,7,11,17,23,29,37,43",
258,3,"2,3,5,7,13,37,43",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 37^1 * 43^1,0,"11,17,19,23,29,31,41",
259,3,"2,3,5,7,13,29,37",2^2 * 3^2 * 5^1 * 7^1 * 13^1 * 29^1 * 37^1,0,"11,17,19,23,31,41,43",
285,3,"2,3,5,7,11,13,19,41",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 41^1,0,"17,23,29,31,37,43",
286,3,"2,3,7,11,13,41",2^6 * 3^2 * 7^1 * 11^1 * 13^1 * 41^1,0,"5,17,19,23,29,31,37,43",
287,3,"2,3,7,17,41",2^5 * 3^2 * 7^1 * 17^2 * 41^1,0,"5,11,13,19,23,29,31,37,43",
288,3,"2,3,5,17,29",2^6 * 3^2 * 5^1 * 17^2 * 29^1,0,"7,11,13,19,23,31,37,41,43",
299,3,"2,3,5,7,13,23,43",2^2 * 3^1 * 5^2 * 7^1 * 13^1 * 23^1 * 43^1,0,"11,17,19,29,31,37,41",
322,3,"2,3,7,17,19,23",2^3 * 3^4 * 7^1 * 17^1 * 19^1 * 23^1,0,"5,11,13,29,31,37,41,43",
323,3,"2,3,5,13,17,19",2^2 * 3^4 * 5^2 * 13^1 * 17^1 * 19^1,0,"7,11,23,29,31,37,41,43",
340,3,"2,3,5,11,17,19,31",2^3 * 3^2 * 5^1 * 11^1 * 17^1 * 19^1 * 31^1,0,"7,13,23,29,37,41,43",
341,3,"2,3,7,11,19,31",2^1 * 3^2 * 7^3 * 11^1 * 19^1 * 31^1,0,"5,13,17,23,29,37,41,43",
342,3,"2,3,7,19,43",2^4 * 3^2 * 7^3 * 19^1 * 43^1,0,"5,11,13,17,23,29,31,37,41",
343,3,"2,3,5,7,23,43",2^3 * 3^1 * 5^1 * 7^3 * 23^1 * 43^1,0,"11,13,17,19,29,31,37,41",
350,3,"2,3,5,7,11,13",2^6 * 3^3 * 5^2 * 7^1 * 11^1 * 13^1,0,"17,19,23,29,31,37,41,43",
368,3,"2,3,5,23,37,41",2^5 * 3^2 * 5^1 * 23^1 * 37^1 * 41^1,0,"7,11,13,17,19,29,31,43",
390,3,"2,3,5,7,13,17,23",2^4 * 3^1 * 5^1 * 7^2 * 13^1 * 17^1 * 23^1,0,"11,19,29,31,37,41,43",
405,3,"2,3,5,7,11,29,37",2^1 * 3^4 * 5^1 * 7^1 * 11^1 * 29^1 * 37^1,0,"13,17,19,23,31,41,43",
406,3,"2,3,7,11,17,29,37",2^4 * 3^1 * 7^1 * 11^1 * 17^1 * 29^1 * 37^1,0,"5,13,19,23,31,41,43",
440,3,"2,3,5,7,11,13,17",2^4 * 3^2 * 5^1 * 7^2 * 11^1 * 13^1 * 17^1,0,"19,23,29,31,37,41,43",
492,3,"2,3,13,17,19,29,41",2^3 * 3^1 * 13^1 * 17^1 * 19^1 * 29^1 * 41^1,0,"5,7,11,23,31,37,43",
493,3,"2,3,5,11,13,17,19,29",2^1 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1,0,"7,23,31,37,41,43",
494,3,"2,3,5,11,13,19,31",2^5 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1 * 31^1,0,"7,17,23,29,37,41,43",
527,3,"2,3,11,17,23,31",2^4 * 3^1 * 11^1 * 17^1 * 23^2 * 31^1,0,"5,7,13,19,29,37,41,43",
550,3,"2,3,5,11,19,23,29",2^4 * 3^1 * 5^2 * 11^1 * 19^1 * 23^1 * 29^1,0,"7,13,17,31,37,41,43",
558,3,"2,3,5,7,13,31,43",2^5 * 3^2 * 5^1 * 7^1 * 13^1 * 31^1 * 43^1,0,"11,17,19,23,29,37,41",
559,3,"2,3,5,7,11,13,17,43",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 43^1,0,"19,23,29,31,37,41",
574,3,"2,3,5,7,23,41",2^7 * 3^2 * 5^2 * 7^1 * 23^1 * 41^1,0,"11,13,17,19,29,31,37,43",
644,3,"2,3,5,7,17,19,23,43",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 19^1 * 23^1 * 43^1,0,"11,13,29,31,37,41",
665,3,"2,3,5,7,19,23,29,37",2^1 * 3^2 * 5^1 * 7^1 * 19^1 * 23^1 * 29^1 * 37^1,0,"11,13,17,31,41,43",
702,3,"2,3,11,13,19,37",2^7 * 3^3 * 11^1 * 13^1 * 19^1 * 37^1,0,"5,7,17,23,29,31,41,43",
713,3,"2,3,5,7,11,13,17,23,31",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 23^1 * 31^1,0,"19,29,37,41,43",
782,3,"2,3,7,17,23,29",2^5 * 3^3 * 7^2 * 17^1 * 23^1 * 29^1,0,"5,11,13,19,31,37,41,43",
960,3,"2,3,5,13,31,37",2^7 * 3^1 * 5^1 * 13^1 * 31^2 * 37^1,0,"7,11,17,19,23,29,41,43",
988,3,"2,3,5,11,13,19,23,43",2^3 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1 * 23^1 * 43^1,0,"7,17,29,31,37,41",
999,3,"2,3,5,7,11,13,37",2^3 * 3^3 * 5^3 * 7^1 * 11^1 * 13^1 * 37^1,0,"17,19,23,29,31,41,43",
1023,3,"2,3,5,11,31,41",2^10 * 3^1 * 5^2 * 11^1 * 31^1 * 41^1,0,"7,13,17,19,23,29,37,43",
1024,3,"2,3,5,19,41",2^11 * 3^3 * 5^2 * 19^1 * 41^1,0,"7,11,13,17,23,29,31,37,43",
1188,3,"2,3,5,7,11,17,29,41",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 41^1,0,"13,19,23,31,37,43",
1274,3,"2,3,5,7,11,13,17,29",2^3 * 3^1 * 5^2 * 7^2 * 11^1 * 13^1 * 17^1 * 29^1,0,"19,23,31,37,41,43",
1330,3,"2,3,5,7,11,19,37",2^3 * 3^2 * 5^1 * 7^1 * 11^3 * 19^1 * 37^1,0,"13,17,23,29,31,41,43",
1331,3,"2,3,11,31,37,43",2^2 * 3^2 * 11^3 * 31^1 * 37^1 * 43^1,0,"5,7,13,17,19,23,29,41",
1332,3,"2,3,23,29,31,37,43",2^3 * 3^2 * 23^1 * 29^1 * 31^1 * 37^1 * 43^1,0,"5,7,11,13,17,19,41",
1375,3,"2,3,5,11,17,43",2^5 * 3^4 * 5^3 * 11^1 * 17^1 * 43^1,0,"7,13,19,23,29,31,37,41",
1443,3,"2,3,5,13,17,19,37",2^2 * 3^1 * 5^1 * 13^1 * 17^2 * 19^2 * 37^1,0,"7,11,23,29,31,41,43",
1517,3,"2,3,7,11,23,31,37,41",2^1 * 3^1 * 7^2 * 11^1 * 23^1 * 31^1 * 37^1 * 41^1,0,"5,13,17,19,29,43",
1518,3,"2,3,5,7,11,19,23,31",2^5 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1 * 23^1 * 31^1,0,"13,17,29,37,41,43",
1519,3,"2,3,5,7,13,19,31",2^4 * 3^2 * 5^1 * 7^2 * 13^2 * 19^1 * 31^1,0,"11,17,23,29,37,41,43",
1664,3,"2,3,5,7,13,17,37",2^8 * 3^2 * 5^1 * 7^2 * 13^1 * 17^1 * 37^1,0,"11,19,23,29,31,41,43",
1680,3,"2,3,5,7,29,41",2^5 * 3^1 * 5^1 * 7^1 * 29^2 * 41^2,0,"11,13,17,19,23,31,37,43",
1681,3,"2,3,11,17,29,41",2^1 * 3^2 * 11^1 * 17^1 * 29^2 * 41^2,0,"5,7,13,19,23,31,37,43",
1700,3,"2,3,5,7,17,23,37",2^3 * 3^5 * 5^2 * 7^1 * 17^1 * 23^1 * 37^1,0,"11,13,19,29,31,41,43",
1804,3,"2,3,5,7,11,19,41,43",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 19^2 * 41^1 * 43^1,0,"13,17,23,29,31,37",
1848,3,"2,3,5,7,11,37,43",2^4 * 3^1 * 5^2 * 7^1 * 11^1 * 37^1 * 43^2,0,"13,17,19,23,29,31,41",
1885,3,"2,3,5,13,17,23,29,37,41",2^1 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1 * 29^1 * 37^1 * 41^1,0,"7,11,19,31,43",
2000,3,"2,3,5,7,11,13,23,29",2^5 * 3^1 * 5^3 * 7^1 * 11^1 * 13^1 * 23^1 * 29^1,0,"17,19,31,37,41,43",
2023,3,"2,3,5,7,11,17,23",2^3 * 3^4 * 5^2 * 7^1 * 11^1 * 17^2 * 23^1,0,"13,19,29,31,37,41,43",
2106,3,"2,3,7,13,17,31,43",2^3 * 3^4 * 7^2 * 13^1 * 17^1 * 31^1 * 43^1,0,"5,11,19,23,29,37,41",
2107,3,"2,3,7,17,19,31,37,43",2^2 * 3^1 * 7^2 * 17^1 * 19^1 * 31^1 * 37^1 * 43^1,0,"5,11,13,23,29,41",
2294,3,"2,3,5,7,17,31,37,41",2^4 * 3^3 * 5^1 * 7^1 * 17^1 * 31^1 * 37^1 * 41^1,0,"11,13,19,23,29,43",
2430,3,"2,3,5,11,13,17,19",2^8 * 3^5 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1,0,"7,23,29,31,37,41,43",
2664,3,"2,3,5,13,31,37,41,43",2^4 * 3^2 * 5^1 * 13^1 * 31^1 * 37^1 * 41^1 * 43^1,0,"7,11,17,19,23,29",
2736,3,"2,3,7,17,19,23,37",2^5 * 3^2 * 7^1 * 17^1 * 19^1 * 23^1 * 37^2,0,"5,11,13,29,31,41,43",
2924,3,"2,3,5,7,11,13,17,19,43",2^3 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 17^1 * 19^1 * 43^1,0,"23,29,31,37,41",
3248,3,"2,3,5,7,13,19,29",2^5 * 3^2 * 5^3 * 7^1 * 13^1 * 19^2 * 29^1,0,"11,17,23,31,37,41,43",
3625,3,"2,3,5,7,13,29,31,37",2^1 * 3^2 * 5^3 * 7^2 * 13^1 * 29^1 * 31^1 * 37^1,0,"11,17,19,23,41,43",
3772,3,"2,3,7,11,17,23,37,41",2^3 * 3^1 * 7^3 * 11^1 * 17^1 * 23^1 * 37^1 * 41^1,0,"5,13,19,29,31,43",
4255,3,"2,3,5,7,11,19,23,37,43",2^5 * 3^2 * 5^1 * 7^1 * 11^1 * 19^1 * 23^1 * 37^1 * 43^1,0,"13,17,29,31,41",
4900,3,"2,3,5,7,13,19,29,43",2^3 * 3^1 * 5^2 * 7^2 * 13^2 * 19^1 * 29^1 * 43^1,0,"11,17,23,31,37,41",
4959,3,"2,3,5,11,19,29,31,41",2^5 * 3^2 * 5^1 * 11^2 * 19^1 * 29^1 * 31^1 * 41^1,0,"7,13,17,23,37,43",
5082,3,"2,3,7,11,13,17,23,31,41",2^3 * 3^1 * 7^1 * 11^2 * 13^1 * 17^1 * 23^1 * 31^1 * 41^1,0,"5,19,29,37,43",
5289,3,"2,3,5,11,13,23,37,41,43",2^1 * 3^1 * 5^1 * 11^1 * 13^1 * 23^2 * 37^1 * 41^1 * 43^1,0,"7,17,19,29,31",
5290,3,"2,3,5,7,11,13,23,37",2^3 * 3^3 * 5^1 * 7^2 * 11^1 * 13^1 * 23^2 * 37^1,0,"17,19,29,31,41,43",
7104,3,"2,3,5,7,11,17,19,29,37",2^7 * 3^1 * 5^1 * 7^2 * 11^1 * 17^1 * 19^1 * 29^1 * 37^1,0,"13,23,31,41,43",
9800,3,"2,3,5,7,11,13,29",2^4 * 3^4 * 5^2 * 7^2 * 11^2 * 13^2 * 29^1,0,"17,19,23,31,37,41,43",
10878,3,"2,3,5,7,11,17,23,37,43",2^8 * 3^1 * 5^1 * 7^2 * 11^1 * 17^1 * 23^1 * 37^1 * 43^1,0,"13,19,29,31,41",
10879,3,"2,3,5,11,13,17,23,31,43",2^7 * 3^3 * 5^1 * 11^1 * 13^1 * 17^1 * 23^1 * 31^1 * 43^1,0,"7,19,29,37,41",
11438,3,"2,3,5,7,11,13,19,31,41,43",2^5 * 3^2 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 31^1 * 41^1 * 43^1,0,"17,23,29,37",
13310,3,"2,3,5,11,13,17,29",2^11 * 3^3 * 5^1 * 11^3 * 13^1 * 17^1 * 29^1,0,"7,19,23,31,37,41,43",
13454,3,"2,3,5,7,13,23,29,31",2^5 * 3^2 * 5^1 * 7^1 * 13^1 * 23^1 * 29^2 * 31^2,0,"11,17,19,37,41,43",
17575,3,"2,3,5,7,13,19,31,37",2^3 * 3^4 * 5^2 * 7^1 * 13^3 * 19^1 * 31^1 * 37^1,0,"11,17,23,29,41,43",
29600,3,"2,3,5,11,13,19,23,37,41",2^6 * 3^2 * 5^2 * 11^1 * 13^1 * 19^2 * 23^1 * 37^1 * 41^1,0,"7,17,29,31,43",
32798,3,"2,3,5,13,23,29,31,41",2^6 * 3^1 * 5^2 * 13^1 * 23^2 * 29^2 * 31^1 * 41^1,0,"7,11,17,19,37,43",
134848,3,"2,3,5,7,11,13,23,29,31,41,43",2^7 * 3^1 * 5^2 * 7^2 * 11^1 * 13^1 * 23^1 * 29^1 * 31^1 * 41^1 * 43^1,0,"17,19,37",
212380,3,"2,3,5,7,13,17,19,23,31,37,41",2^3 * 3^5 * 5^1 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1 * 31^2 * 37^1 * 41^1,0,"11,29,43",
