m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
44,3,"2,3,5,11,23",2^3 * 3^2 * 5^1 * 11^1 * 23^1,0,"7,13,17,19,29,31,37,41",
48,3,"2,3,5,7",2^5 * 3^1 * 5^2 * 7^2,0,"11,13,17,19,23,29,31,37,41",
49,3,"2,3,5,7,17",2^1 * 3^1 * 5^2 * 7^2 * 17^1,0,"11,13,19,23,29,31,37,41",
50,3,"2,3,5,13,17",2^3 * 3^1 * 5^2 * 13^1 * 17^1,0,"7,11,19,23,29,31,37,41",
54,3,"2,3,5,7,11",2^4 * 3^3 * 5^1 * 7^1 * 11^1,0,"13,17,19,23,29,31,37,41",
55,3,"2,3,5,7,11,19",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41",
56,3,"2,3,7,19,29",2^4 * 3^1 * 7^1 * 19^1 * 29^1,0,"5,11,13,17,23,31,37,41",
62,3,"2,3,7,31",2^7 * 3^2 * 7^1 * 31^1,0,"5,11,13,17,19,23,29,37,41",
63,3,"2,3,5,7,13",2^6 * 3^2 * 5^1 * 7^1 * 13^1,0,"11,17,19,23,29,31,37,41",
64,3,"2,3,5,11,13",2^7 * 3^1 * 5^1 * 11^1 * 13^1,0,"7,17,19,23,29,31,37,41",
68,3,"2,3,5,7,17,23",2^3 * 3^1 * 5^1 * 7^1 * 17^1 * 23^1,0,"11,13,19,29,31,37,41",
74,3,"2,3,5,19,37",2^3 * 3^1 * 5^2 * 19^1 * 37^1,0,"7,11,13,17,23,29,31,41",
75,3,"2,3,5,7,11,19",2^2 * 3^1 * 5^2 * 7^1 * 11^1 * 19^1,0,"13,17,23,29,31,37,41",
76,3,"2,3,7,11,13,19",2^3 * 3^1 * 7^1 * 11^1 * 13^1 * 19^1,0,"5,17,23,29,31,37,41",
80,3,"2,3,5,41",2^5 * 3^4 * 5^1 * 41^1,0,"7,11,13,17,19,23,29,31,37",
90,3,"2,3,5,7,13,23",2^3 * 3^2 * 5^1 * 7^1 * 13^1 * 23^1,0,"11,17,19,29,31,37,41",
91,3,"2,3,7,13,23,31",2^2 * 3^1 * 7^1 * 13^1 * 23^1 * 31^1,0,"5,11,17,19,29,37,41",
98,3,"2,3,5,7,11",2^3 * 3^2 * 5^2 * 7^2 * 11^1,0,"13,17,19,23,29,31,37,41",
110,3,"2,3,5,7,11,37",2^5 * 3^1 * 5^1 * 7^1 * 11^1 * 37^1,0,"13,17,19,23,29,31,41",
114,3,"2,3,5,19,23,29",2^3 * 3^1 * 5^1 * 19^1 * 23^1 * 29^1,0,"7,11,13,17,31,37,41",
115,3,"2,3,5,13,23,29",2^2 * 3^2 * 5^1 * 13^1 * 23^1 * 29^1,0,"7,11,17,19,31,37,41",
119,3,"2,3,5,7,11,17",2^3 * 3^1 * 5^1 * 7^1 * 11^2 * 17^1,0,"13,19,23,29,31,37,41",
123,3,"2,3,5,31,41",2^2 * 3^1 * 5^3 * 31^1 * 41^1,0,"7,11,13,17,19,23,29,37",
124,3,"2,3,5,7,31",2^3 * 3^2 * 5^3 * 7^1 * 31^1,0,"11,13,17,19,23,29,37,41",
143,3,"2,3,5,11,13,29",2^4 * 3^2 * 5^1 * 11^1 * 13^1 * 29^1,0,"7,17,19,23,31,37,41",
152,3,"2,3,7,11,17,19",2^4 * 3^2 * 7^1 * 11^1 * 17^1 * 19^1,0,"5,13,23,29,31,37,41",
153,3,"2,3,5,7,11,17,31",2^1 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 31^1,0,"13,19,23,29,37,41",
154,3,"2,3,5,7,11,13,31",2^3 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 31^1,0,"17,19,23,29,37,41",
160,3,"2,3,5,7,23",2^6 * 3^4 * 5^1 * 7^1 * 23^1,0,"11,13,17,19,29,31,37,41",
168,3,"2,3,5,7,13,17",2^4 * 3^1 * 5^1 * 7^1 * 13^2 * 17^1,0,"11,19,23,29,31,37,41",
169,3,"2,3,5,13,17,19",2^1 * 3^2 * 5^1 * 13^2 * 17^1 * 19^1,0,"7,11,23,29,31,37,41",
174,3,"2,3,5,7,11,29",2^5 * 3^1 * 5^2 * 7^1 * 11^1 * 29^1,0,"13,17,19,23,31,37,41",
184,3,"2,3,5,23,31,37",2^4 * 3^1 * 5^1 * 23^1 * 31^1 * 37^1,0,"7,11,13,17,19,29,41",
185,3,"2,3,5,11,17,31,37",2^1 * 3^1 * 5^1 * 11^1 * 17^1 * 31^1 * 37^1,0,"7,13,19,23,29,41",
203,3,"2,3,5,7,17,29,41",2^2 * 3^1 * 5^1 * 7^1 * 17^1 * 29^1 * 41^1,0,"11,13,19,23,31,37",
207,3,"2,3,11,13,19,23",2^4 * 3^2 * 11^1 * 13^1 * 19^1 * 23^1,0,"5,7,17,29,31,37,41",
208,3,"2,3,5,7,11,13,19",2^5 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29,31,37,41",
220,3,"2,3,5,11,13,17,37",2^3 * 3^1 * 5^1 * 11^1 * 13^1 * 17^1 * 37^1,0,"7,19,23,29,31,41",
230,3,"2,3,5,7,11,23,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 23^1 * 29^1,0,"13,17,19,31,37,41",
245,3,"2,3,5,7,13,19,41",2^1 * 3^1 * 5^1 * 7^2 * 13^1 * 19^1 * 41^1,0,"11,17,23,29,31,37",
246,3,"2,3,13,19,31,41",2^4 * 3^1 * 13^1 * 19^1 * 31^1 * 41^1,0,"5,7,11,17,23,29,37",
259,3,"2,3,5,7,13,29,37",2^2 * 3^2 * 5^1 * 7^1 * 13^1 * 29^1 * 37^1,0,"11,17,19,23,31,41",
285,3,"2,3,5,7,11,13,19,41",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 41^1,0,"17,23,29,31,37",
286,3,"2,3,7,11,13,41",2^6 * 3^2 * 7^1 * 11^1 * 13^1 * 41^1,0,"5,17,19,23,29,31,37",
287,3,"2,3,7,17,41",2^5 * 3^2 * 7^1 * 17^2 * 41^1,0,"5,11,13,19,23,29,31,37",
288,3,"2,3,5,17,29",2^6 * 3^2 * 5^1 * 17^2 * 29^1,0,"7,11,13,19,23,31,37,41",
322,3,"2,3,7,17,19,23",2^3 * 3^4 * 7^1 * 17^1 * 19^1 * 23^1,0,"5,11,13,29,31,37,41",
323,3,"2,3,5,13,17,19",2^2 * 3^4 * 5^2 * 13^1 * 17^1 * 19^1,0,"7,11,23,29,31,37,41",
340,3,"2,3,5,11,17,19,31",2^3 * 3^2 * 5^1 * 11^1 * 17^1 * 19^1 * 31^1,0,"7,13,23,29,37,41",
341,3,"2,3,7,11,19,31",2^1 * 3^2 * 7^3 * 11^1 * 19^1 * 31^1,0,"5,13,17,23,29,37,41",
350,3,"2,3,5,7,11,13",2^6 * 3^3 * 5^2 * 7^1 * 11^1 * 13^1,0,"17,19,23,29,31,37,41",
368,3,"2,3,5,23,37,41",2^5 * 3^2 * 5^1 * 23^1 * 37^1 * 41^1,0,"7,11,13,17,19,29,31",
390,3,"2,3,5,7,13,17,23",2^4 * 3^1 * 5^1 * 7^2 * 13^1 * 17^1 * 23^1,0,"11,19,29,31,37,41",
405,3,"2,3,5,7,11,29,37",2^1 * 3^4 * 5^1 * 7^1 * 11^1 * 29^1 * 37^1,0,"13,17,19,23,31,41",
406,3,"2,3,7,11,17,29,37",2^4 * 3^1 * 7^1 * 11^1 * 17^1 * 29^1 * 37^1,0,"5,13,19,23,31,41",
440,3,"2,3,5,7,11,13,17",2^4 * 3^2 * 5^1 * 7^2 * 11^1 * 13^1 * 17^1,0,"19,23,29,31,37,41",
492,3,"2,3,13,17,19,29,41",2^3 * 3^1 * 13^1 * 17^1 * 19^1 * 29^1 * 41^1,0,"5,7,11,23,31,37",
493,3,"2,3,5,11,13,17,19,29",2^1 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1,0,"7,23,31,37,41",
494,3,"2,3,5,11,13,19,31",2^5 * 3^2 * 5^1 * 11^1 * 13^1 * 19^1 * 31^1,0,"7,17,23,29,37,41",
527,3,"2,3,11,17,23,31",2^4 * 3^1 * 11^1 * 17^1 * 23^2 * 31^1,0,"5,7,13,19,29,37,41",
550,3,"2,3,5,11,19,23,29",2^4 * 3^1 * 5^2 * 11^1 * 19^1 * 23^1 * 29^1,0,"7,13,17,31,37,41",
574,3,"2,3,5,7,23,41",2^7 * 3^2 * 5^2 * 7^1 * 23^1 * 41^1,0,"11,13,17,19,29,31,37",
665,3,"2,3,5,7,19,23,29,37",2^1 * 3^2 * 5^1 * 7^1 * 19^1 * 23^1 * 29^1 * 37^1,0,"11,13,17,31,41",
702,3,"2,3,11,13,19,37",2^7 * 3^3 * 11^1 * 13^1 * 19^1 * 37^1,0,"5,7,17,23,29,31,41",
713,3,"2,3,5,7,11,13,17,23,31",2^1 * 3^1 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 23^1 * 31^1,0,"19,29,37,41",
782,3,"2,3,7,17,23,29",2^5 * 3^3 * 7^2 * 17^1 * 23^1 * 29^1,0,"5,11,13,19,31,37,41",
960,3,"2,3,5,13,31,37",2^7 * 3^1 * 5^1 * 13^1 * 31^2 * 37^1,0,"7,11,17,19,23,29,41",
999,3,"2,3,5,7,11,13,37",2^3 * 3^3 * 5^3 * 7^1 * 11^1 * 13^1 * 37^1,0,"17,19,23,29,31,41",
1023,3,"2,3,5,11,31,41",2^10 * 3^1 * 5^2 * 11^1 * 31^1 * 41^1,0,"7,13,17,19,23,29,37",
1024,3,"2,3,5,19,41",2^11 * 3^3 * 5^2 * 19^1 * 41^1,0,"7,11,13,17,23,29,31,37",
1188,3,"2,3,5,7,11,17,29,41",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 41^1,0,"13,19,23,31,37",
1274,3,"2,3,5,7,11,13,17,29",2^3 * 3^1 * 5^2 * 7^2 * 11^1 * 13^1 * 17^1 * 29^1,0,"19,23,31,37,41",
1330,3,"2,3,5,7,11,19,37",2^3 * 3^2 * 5^1 * 7^1 * 11^3 * 19^1 * 37^1,0,"13,17,23,29,31,41",
1443,3,"2,3,5,13,17,19,37",2^2 * 3^1 * 5^1 * 13^1 * 17^2 * 19^2 * 37^1,0,"7,11,23,29,31,41",
1517,3,"2,3,7,11,23,31,37,41",2^1 * 3^1 * 7^2 * 11^1 * 23^1 * 31^1 * 37^1 * 41^1,0,"5,13,17,19,29",
1518,3,"2,3,5,7,11,19,23,31",2^5 * 3^1 * 5^1 * 7^2 * 11^1 * 19^1 * 23^1 * 31^1,0,"13,17,29,37,41",
1519,3,"2,3,5,7,13,19,31",2^4 * 3^2 * 5^1 * 7^2 * 13^2 * 19^1 * 31^1,0,"11,17,23,29,37,41",
1664,3,"2,3,5,7,13,17,37",2^8 * 3^2 * 5^1 * 7^2 * 13^1 * 17^1 * 37^1,0,"11,19,23,29,31,41",
1680,3,"2,3,5,7,29,41",2^5 * 3^1 * 5^1 * 7^1 * 29^2 * 41^2,0,"11,13,17,19,23,31,37",
1681,3,"2,3,11,17,29,41",2^1 * 3^2 * 11^1 * 17^1 * 29^2 * 41^2,0,"5,7,13,19,23,31,37",
1700,3,"2,3,5,7,17,23,37",2^3 * 3^5 * 5^2 * 7^1 * 17^1 * 23^1 * 37^1,0,"11,13,19,29,31,41",
1885,3,"2,3,5,13,17,23,29,37,41",2^1 * 3^1 * 5^1 * 13^1 * 17^1 * 23^1 * 29^1 * 37^1 * 41^1,0,"7,11,19,31",
2000,3,"2,3,5,7,11,13,23,29",2^5 * 3^1 * 5^3 * 7^1 * 11^1 * 13^1 * 23^1 * 29^1,0,"17,19,31,37,41",
2023,3,"2,3,5,7,11,17,23",2^3 * 3^4 * 5^2 * 7^1 * 11^1 * 17^2 * 23^1,0,"13,19,29,31,37,41",
2294,3,"2,3,5,7,17,31,37,41",2^4 * 3^3 * 5^1 * 7^1 * 17^1 * 31^1 * 37^1 * 41^1,0,"11,13,19,23,29",
2430,3,"2,3,5,11,13,17,19",2^8 * 3^5 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1,0,"7,23,29,31,37,41",
2736,3,"2,3,7,17,19,23,37",2^5 * 3^2 * 7^1 * 17^1 * 19^1 * 23^1 * 37^2,0,"5,11,13,29,31,41",
3248,3,"2,3,5,7,13,19,29",2^5 * 3^2 * 5^3 * 7^1 * 13^1 * 19^2 * 29^1,0,"11,17,23,31,37,41",
3625,3,"2,3,5,7,13,29,31,37",2^1 * 3^2 * 5^3 * 7^2 * 13^1 * 29^1 * 31^1 * 37^1,0,"11,17,19,23,41",
3772,3,"2,3,7,11,17,23,37,41",2^3 * 3^1 * 7^3 * 11^1 * 17^1 * 23^1 * 37^1 * 41^1,0,"5,13,19,29,31",
4959,3,"2,3,5,11,19,29,31,41",2^5 * 3^2 * 5^1 * 11^2 * 19^1 * 29^1 * 31^1 * 41^1,0,"7,13,17,23,37",
5082,3,"2,3,7,11,13,17,23,31,41",2^3 * 3^1 * 7^1 * 11^2 * 13^1 * 17^1 * 23^1 * 31^1 * 41^1,0,"5,19,29,37",
5290,3,"2,3,5,7,11,13,23,37",2^3 * 3^3 * 5^1 * 7^2 * 11^1 * 13^1 * 23^2 * 37^1,0,"17,19,29,31,41",
7104,3,"2,3,5,7,11,17,19,29,37",2^7 * 3^1 * 5^1 * 7^2 * 11^1 * 17^1 * 19^1 * 29^1 * 37^1,0,"13,23,31,41",
9800,3,"2,3,5,7,11,13,29",2^4 * 3^4 * 5^2 * 7^2 * 11^2 * 13^2 * 29^1,0,"17,19,23,31,37,41",
13310,3,"2,3,5,11,13,17,29",2^11 * 3^3 * 5^1 * 11^3 * 13^1 * 17^1 * 29^1,0,"7,19,23,31,37,41",
13454,3,"2,3,5,7,13,23,29,31",2^5 * 3^2 * 5^1 * 7^1 * 13^1 * 23^1 * 29^2 * 31^2,0,"11,17,19,37,41",
17575,3,"2,3,5,7,13,19,31,37",2^3 * 3^4 * 5^2 * 7^1 * 13^3 * 19^1 * 31^1 * 37^1,0,"11,17,23,29,41",
29600,3,"2,3,5,11,13,19,23,37,41",2^6 * 3^2 * 5^2 * 11^1 * 13^1 * 19^2 * 23^1 * 37^1 * 41^1,0,"7,17,29,31",
32798,3,"2,3,5,13,23,29,31,41",2^6 * 3^1 * 5^2 * 13^1 * 23^2 * 29^2 * 31^1 * 41^1,0,"7,11,17,19,37",
212380,3,"2,3,5,7,13,17,19,23,31,37,41",2^3 * 3^5 * 5^1 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1 * 31^2 * 37^1 * 41^1,0,"11,29",
