m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
55,4,"2,3,5,7,11,19,29",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1,0,"13,17,23,31,37",
62,4,"2,3,5,7,13,31",2^7 * 3^2 * 5^1 * 7^1 * 13^1 * 31^1,0,"11,17,19,23,29,37",
63,4,"2,3,5,7,11,13",2^7 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1,0,"17,19,23,29,31,37",
74,4,"2,3,5,7,11,19,37",2^3 * 3^1 * 5^2 * 7^1 * 11^1 * 19^1 * 37^1,0,"13,17,23,29,31",
75,4,"2,3,5,7,11,13,19",2^3 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 19^1,0,"17,23,29,31,37",
90,4,"2,3,5,7,13,23,31",2^3 * 3^3 * 5^1 * 7^1 * 13^1 * 23^1 * 31^1,0,"11,17,19,29,37",
114,4,"2,3,5,13,19,23,29",2^3 * 3^3 * 5^1 * 13^1 * 19^1 * 23^1 * 29^1,0,"7,11,17,31,37",
152,4,"2,3,5,7,11,17,19,31",2^4 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1 * 31^1,0,"13,23,29,37",
153,4,"2,3,5,7,11,13,17,31",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 31^1,0,"19,23,29,37",
168,4,"2,3,5,7,13,17,19",2^4 * 3^3 * 5^1 * 7^1 * 13^2 * 17^1 * 19^1,0,"11,23,29,31,37",
184,4,"2,3,5,11,17,23,31,37",2^4 * 3^1 * 5^1 * 11^1 * 17^1 * 23^1 * 31^1 * 37^1,0,"7,13,19,29",
207,4,"2,3,5,7,11,13,19,23",2^5 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 19^1 * 23^1,0,"17,29,31,37",
322,4,"2,3,5,7,13,17,19,23",2^3 * 3^4 * 5^2 * 7^1 * 13^1 * 17^1 * 19^1 * 23^1,0,"11,29,31,37",
340,4,"2,3,5,7,11,17,19,31",2^3 * 3^2 * 5^1 * 7^3 * 11^1 * 17^1 * 19^1 * 31^1,0,"13,23,29,37",
405,4,"2,3,5,7,11,17,29,37",2^4 * 3^5 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 37^1,0,"13,19,23,31",
493,4,"2,3,5,11,13,17,19,29,31",2^5 * 3^2 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1 * 31^1,0,"7,23,37",
1518,4,"2,3,5,7,11,13,19,23,31",2^5 * 3^3 * 5^1 * 7^2 * 11^1 * 13^2 * 19^1 * 23^1 * 31^1,0,"17,29,37",
